landlot_address,centroid_x,centroid_y,polygon_geom,vertices
경기도 수원시 권선구 구운동 496-6,126.9744547,37.27741929,"POLYGON((126.86085467939663 37.18732928763401,127.08805467939663 37.18732928763401,127.08805467939663 37.36750928763401,126.86085467939663 37.36750928763401,126.86085467939663 37.18732928763401))","[[126.86085467939663, 37.18732928763401],[127.08805467939663, 37.18732928763401],[127.08805467939663, 37.36750928763401],[126.86085467939663, 37.36750928763401]]"
경기도 수원시 팔달구 우만동 518 유경프라자,127.0336699,37.28670331,"POLYGON((126.91996988997715 37.19661331035954,127.14736988997715 37.19661331035954,127.14736988997715 37.37679331035954,126.91996988997715 37.37679331035954,126.91996988997715 37.19661331035954))","[[126.91996988997715, 37.19661331035954],[127.14736988997715, 37.19661331035954],[127.14736988997715, 37.37679331035954],[126.91996988997715, 37.37679331035954]]"
