landlot_address,road_name_address,x,y
경기도 수원시권선구 서둔동 97번지 57  호,경기도 수원시 권선구 서호서로15번길 24-14 (서둔동),198384.876,418593.8564
경기도 수원시팔달구 화서동 34번지 10호,경기도 수원시 팔달구 팔달로183번길 13 (화서동),200481.3491,420291.086
경기도 수원시팔달구 인계동 1000호,경기도 수원시 팔달구 세지로174번길 24-3 (인계동),201993.734,418279.3282
경기도 수원시팔달구 화서동 118번지 20  호,경기도 수원시 팔달구 팔달로127번길 82 (화서동),199905.6551,419816.6115
경기도 수원시 장안구 영화동 308번지 1호,경기도 수원시 장안구 정조로 941 (영화동),200985.7595,421034.4276
경기도 수원시 권선구 권선동 958번지,경기도 수원시 권선구 장다리로 134 (권선동),201982.9016,417768.4186
경기도 수원시장안구 정자동 313번지 1호 2차상가 1층 - 1,"경기도 수원시 장안구 장안로 211, -동 1호 (정자동,2차상가 1층)",199351.941,422056.6727
경기도 수원시장안구 정자동 383호 범야상가 - 115,"경기도 수원시 장안구 장안로217번길 14, -동 115호 (정자동,범야상가)",199344.9209,422201.1557
경기도 수원시 장안구 파장동 204번지 13호 유니빌,"경기도 수원시 장안구 수일로16번길 15-4, 101호 (파장동, 유니빌)",199475.912,423222.5891
경기도 수원시 권선구 권선동 1356번지,"경기도 수원시 권선구 곡선로 20, 상가동동 101호 (권선동, 수원아이파크시티6단지)",202271.1343,415157.0111
경기도 수원시장안구 파장동 385번지 7호,경기도 수원시 장안구 파장천로58번길 21 (파장동),199739.9844,423072.9838
경기도 수원시 장안구 조원동 676번지 16호,경기도 수원시 장안구 수성로 361 (조원동),200925.1888,421285.7045
경기도 수원시 장안구 파장동 579번지,경기도 수원시 장안구 경수대로1081번길 33 (파장동),199325.1179,422880.728
경기도 수원시장안구 영화동 271번지 22  호,경기도 수원시 장안구 수성로 364 (영화동),200982.176,421267.6471
경기도 수원시팔달구 화서동 97번지 1호 화서상가 지층,"경기도 수원시 팔달구 동말로 72 (화서동,화서상가 지층)",200114.6561,419621.3797
경기도 수원시장안구 연무동 228번지 29  호,경기도 수원시 장안구 창훈로19번길 12-17 (연무동),202572.6892,421447.0299
경기도 수원시권선구 고색동 890번지 124 호,경기도 수원시 권선구 서둔로7번길 31-1 (고색동),198392.7095,416680.1998
경기도 수원시장안구 연무동 237호,경기도 수원시 장안구 연무로 41 (연무동),202306.3112,421441.3127
"경기도 수원시장안구 조원동 471번지 12호 ,472-6","경기도 수원시 장안구 금당로 110-12 (조원동,,472-6)",201847.6924,421950.024
경기도 수원시팔달구 매산로2가 40번지 4   호,경기도 수원시 팔달구 매산로 45 (매산로2가),200456.8638,418548.319
경기도 수원시 장안구 조원2동 896번지,경기도 수원시 장안구 경수대로 930 (조원동),200709.8824,422304.0724
경기도 수원시팔달구 화서동 184번지 62  호,경기도 수원시 팔달구 동말로 14 (화서동),199556.9324,419479.5614
경기도 수원시팔달구 고등동 9번지 26호,,,
경기도 수원시 장안구 연무동 213-16,경기도 수원시 장안구 창훈로 57 (연무동),202521.8056,421684.1178
경기도 수원시팔달구 화서동 108번지 3호,경기도 수원시 팔달구 팔달로107번길 52 (화서동),199989.2256,419612.198
경기도 수원시팔달구 화서동 108번지 3호,경기도 수원시 팔달구 팔달로107번길 52 (화서동),199989.2256,419612.198
경기도 수원시권선구 세류동 1085번지 12호,경기도 수원시 권선구 세지로42번길 31-23 (세류동),201565.7514,417175.1764
경기도 수원시팔달구 화서동 137번지 4호,경기도 수원시 팔달구 동말로 5 (화서동),199485.5821,419473.0797
경기도 수원시 영통구 이의동 1226 광교 해모로 아파트,"경기도 수원시 영통구 광교로 286, 101호 (이의동, 광교 해모로 아파트)",204623.3571,422767.2811
경기도 수원시 팔달구 고등동 116 102호,"경기도 수원시 팔달구 고매로 1, 102호 (고등동)",200309.4542,418674.1194
경기도 수원시 영통구 매탄동 1252-6,경기도 수원시 영통구 매탄로140번길 68-32 (매탄동),204123.7422,417750.9873
경기도 수원시 권선구 구운동 947-8 일월프라자,"경기도 수원시 권선구 구운로47번길 6, 일월프라자 1층 (구운동)",197544.9156,419552.9384
경기도 수원시 권선구 입북동 810 서수원 자이아파트,"경기도 수원시 권선구 입북로 50, 301동 101층 (입북동, 서수원 자이아파트)",196338.3606,421640.2638
경기도 수원시 권선구 권선동 1015-4,"경기도 수원시 권선구 권광로123번길 12, 1층 (권선동)",202593.7312,417475.1529
경기도 수원시영통구 원천동 78번지 84호,경기도 수원시 영통구 동수원로537번길 16-22 (원천동),204254.0298,419246.1907
경기도 수원시 권선구 고색동 389번지 3호,"경기도 수원시 권선구 매송고색로676번길 2, 1층 (고색동)",198018.2649,416444.7919
경기도 수원시팔달구 인계동 371번지 1호,경기도 수원시 팔달구 권광로276번길 9 (인계동),203182.4866,418920.4454
경기도 수원시권선구 당수동 19번지 2   호,,,
경기도 수원시장안구 정자동 76번지 3   호,경기도 수원시 장안구 수성로 263 (정자동),200045.2662,420915.5434
경기도 수원시팔달구 화서동 644번지 4   호,경기도 수원시 팔달구 덕영대로697번길 21-7 (화서동),199127.4387,420358.8813
경기도 수원시영통구 원천동 444호,,205116,418819.2982
경기도 수원시팔달구 화서동 685번지 7   호,경기도 수원시 팔달구 화산로 8 (화서동),198690.2598,420394.7669
경기도 수원시 영통구 영통동 976-5 도담빌딩,"경기도 수원시 영통구 덕영대로 1529, 버스표판매소  (영통동)",205097.4094,416038.7176
경기도 수원시장안구 파장동 576호,경기도 수원시 장안구 경수대로 1079 (파장동),199403.6021,423017.2164
경기도 수원시영통구 매탄동 810번지 3   호 삼성1차상가  120,"경기도 수원시 영통구 인계로 219, 120호 (매탄동,삼성1차상가)",203654.1409,418212.5853
