landlot_address,road_name_address,x,y
경기도 수원시팔달구 매산로2가 39번지 7   호,경기도 수원시 팔달구 갓매산로 43 (매산로2가),200370.0745,418483.5501
경기도 수원시팔달구 우만동 438번지 21  호,,,
경기도 수원시 영통구 망포동 5번지 15호 태방전자,"경기도 수원시 영통구 덕영대로1499번길 55, 2층 (망포동)",204764.407,416166.0706
경기도 수원시팔달구 매산로2가 27번지 75  호,경기도 수원시 팔달구 갓매산로 53 (매산로2가),200324.5328,418586.3196
경기도 수원시 영통구 영통동 1013번지 16호 해광빌딩,"경기도 수원시 영통구 청명로21번길 15, 해광빌딩 1층 (영통동)",206946.5538,416442.2843
경기도 수원시 영통구 원천동 556번지,"경기도 수원시 영통구 광교중앙로 55, 상가동 105호 (원천동)",204438.7912,419877.1549
경기도 수원시 영통구 매탄동 102번지 세림빌딩,"경기도 수원시 영통구 동수원로 514, 세림빌딩 1층 (매탄동)",204095.3933,418981.0904
경기도 수원시 영통구 매탄동 153번지 174호,경기도 수원시 영통구 중부대로256번길 38-20 (매탄동),203668.4199,419049.1607
경기도 수원시 영통구 원천동 35번지 2호 주공아파트,"경기도 수원시 영통구 월드컵로179번길 19, 주공아파트 상가동 1층 1호 (원천동)",203972.6875,419543.02
경기도 수원시 영통구 매탄동 548번지,경기도 수원시 영통구 영통로 301 (매탄동),205350.0579,416808.4225
경기도 수원시 권선구 권선동 1185번지 1호 삼성아파트 제상가동 101호,"경기도 수원시 권선구 경수대로302번길 29, 101호 (권선동, 삼성아파트상가)",201979.6092,416852.0639
"경기도 수원시권선구 평동 25번지 1   호 수원공구유통타운 A 129,130","경기도 수원시 권선구 매송고색로 875-1, A동 129,130호 (평동,수원공구유통타운)",199573.8421,417438.8418
경기도 수원시 권선구 곡반정동,경기도 수원시 권선구 동수원로146번길 144-12 (곡반정동),202902.7235,415866.622
경기도 수원시 권선구 오목천동 545번지 4호,"경기도 수원시 권선구 오목천로57번길 33, 1층 (오목천동)",197097.1662,415508.1542
경기도 수원시권선구 곡반정동 506-1 101호,"경기도 수원시 권선구 동수원로146번길 101, 101호 (곡반정동)",202953.3377,415986.3163
경기도 수원시영통구 매탄동 208번지 73호 1층,"경기도 수원시 영통구 매탄로 170 (매탄동,1층)",203985.725,418175.245
경기도 수원시 장안구 정자동 534번지 4호,"경기도 수원시 장안구 장안로 288, 1층 (정자동)",199072.6472,422821.1471
경기도 수원시 장안구 이목동 563번지,경기도 수원시 장안구 경수대로 1283 (이목동),198687.9648,424791.59
경기도 수원시 장안구 율전동 163번지 11호,"경기도 수원시 장안구 덕영대로407번길 34-9, 1층 (율전동)",197132.212,422346.6196
경기도 수원시 장안구 연무동 9번지 14호,"경기도 수원시 장안구 창훈로60번길 53, 1층 (연무동)",202551.2769,421957.7839
경기도 수원시 장안구 천천동 385번지 37호,"경기도 수원시 장안구 일월로76번길 19-5, 1층 (천천동)",197940.0919,420911.0137
경기도 수원시 영통구 영통동 1106 현대프라자,"경기도 수원시 영통구 영통로200번길 21, 현대프라자 102호 (영통동)",205071.1185,415862.7636
경기도 수원시 권선구 서둔동,"경기도 수원시 권선구 상탑로 98, 107동 101호 (서둔동, 부성리치빌)",198306.6864,418776.7574
경기도 수원시 권선구 서둔동 374번지 희성연인아파트 상가동 101호,"경기도 수원시 권선구 상탑로 121 (서둔동, 상가 101호(희성연인아파트))",198530.7439,418834.9269
경기도 수원시영통구 원천동 337번지 14호,경기도 수원시 영통구 매영로199번길 35 (원천동),205656.0147,418047.7317
경기도 수원시 영통구 영통동 958번지 1호 드림피아빌딩,"경기도 수원시 영통구 봉영로 1623, 드림피아 113호 (영통동)",206556.3518,417113.7666
경기도 수원시 권선구 권선동 1013번지 21호 선일빌딩,"경기도 수원시 권선구 효원로266번길 14, 선일빌딩 101호 (권선동)",202612.2074,417694.3056
경기도 수원시 권선구 권선동 956번지 17호 기경빌,"경기도 수원시 권선구 세지로126번길 44, 기경빌 102호 (권선동)",201905.1237,417796.3691
경기도 수원시 권선구 오목천동 1182-1 그린메디프라자,"경기도 수원시 권선구 서수원로47번길 11, 그린메디프라자 1층 102,103,104호 (오목천동)",197964.896,414637.547
"경기도 수원시 권선구 호매실동 1361번지 한양수자인파크원 105,6호","경기도 수원시 권선구 칠보로 102, 단지내1상가동 105,106호 (호매실동, 한양수자인파크원)",195600.4252,418073.3107
경기도 수원시 영통구 매탄동 176번지 현대힐스테이트아파트,"경기도 수원시 영통구 권광로260번길 36, 제상가 3동 105, 106호 (매탄동, 현대힐스테이트아파트)",203453.5729,418803.6508
경기도 수원시 팔달구 인계동 375번지 11호 1층,"경기도 수원시 팔달구 권광로276번길 31 (인계동,1층)",203261.6473,418902.2749
경기도 수원시 영통구 매탄1동 164번지 10호 101호 102호,"경기도 수원시 영통구 권광로290번길 34-18 (매탄동,101호 102호)",203305.3266,419033.0127
경기도 수원시 영통구 매탄동 1352번지 매탄위브 하늘채 302상가A동 102~ 109호,"경기도 수원시 영통구 효원로 363, 109호 (매탄동,매탄위브 하늘채 302상가A동 102~)",203603.1612,417765.0059
경기도 수원시 영통구 영통동 963-2 신성.신안.쌍용.진흥아파트,"경기도 수원시 영통구 매영로310번길 36, 신성.신안.쌍용.진흥아파트 상가동 111호 (영통동)",205743.1429,416941.4858
경기도 수원시장안구 율전동 168번지 37  호,경기도 수원시 장안구 덕영대로381번길 75 (율전동),197069.5221,422274.1878
경기도 수원시 팔달구 매산로1가 57-3 역전시장,"경기도 수원시 팔달구 매산로 2-10, 역전시장 B동 1호 (매산로1가)",200143.532,418243.8507
경기도 수원시 팔달구 매산로3가 112번지 9호,경기도 수원시 팔달구 세류로 63 (매산로3가),200641.0228,418110.9259
경기도 수원시권선구 고색동 886번지 83  호 태산@상가 102호,"경기도 수원시 권선구 매송고색로673번길 11 (고색동,태산@상가 102호)",197892.2243,416551.7472
경기도 수원시 권선구 세류동 565번지 6호,경기도 수원시 권선구 정조로495번길 15 (세류동),200841.4536,416817.6241
경기도 수원시영통구 원천동 산5호,,,
경기도 수원시팔달구 지동 232번지 42  호,경기도 수원시 팔달구 창룡문로 98 (지동),202187.3831,420370.1778
경기도 수원시팔달구 인계동 1040번지 10  호,경기도 수원시 팔달구 인계로124번길 41-3 (인계동),202645.2783,418191.3384
경기도 수원시팔달구 우만동 32번지 1   호 주공(아)상가  2,"경기도 수원시 팔달구 중부대로223번길 54-13, 2호 (우만동,주공(아)상가)",203594.0184,419583.274
경기도 수원시팔달구 화서동 97번지 2   호 화서상가1층,"경기도 수원시 팔달구 동말로68번길 15 (화서동,화서상가1층)",200114.4361,419572.3442
경기도 수원시팔달구 매산로1가 57번지 59  호,경기도 수원시 팔달구 덕영대로943번길 9 (매산로1가),200126.7017,418108.1233
경기도 수원시권선구 곡반정동 578호 곡반정현대아이파크상가동  102,,202398.4227,415012.5527
경기도 수원시권선구 고색동 365번지 6   호,경기도 수원시 권선구 서부로1538번길 3 (고색동),198003.0784,416099.5001
경기도 수원시권선구 권선동 1155번지 4   호,경기도 수원시 권선구 권선로734번길 17 (권선동),202732.0219,417236.4179
경기도 수원시 팔달구 화서동 212번지 1층,"경기도 수원시 팔달구 화양로35번길 6 (화서동,1층)",199618.3434,419934.3605
경기도 수원시팔달구 인계동 1113번지 11호 씨네파크 113호,"경기도 수원시 팔달구 권광로 181, 113호 (인계동,씨네파크)",202791.4479,418001.5002
경기도 수원시 권선구 오목천동 946번지 상송마을주공아파트상가 101호,"경기도 수원시 권선구 오목천로 15 (오목천동,상송마을주공아파트상가 101호)",196720.2088,415457.0188
경기도 수원시 권선구 곡반정동 574번지 1호   101호,"경기도 수원시 권선구 곡반정로 95-1, 101호 (곡반정동)",202606.3046,415004.2608
"경기도 수원시권선구 탑동 865-3 부림빌라 101,102호",,,
경기도 수원시팔달구 매교동 46번지 1호,경기도 수원시 팔달구 정조로709번길 3 (매교동),201445.6258,418813.922
경기도 수원시 팔달구 매산로2가 65번지 19호,경기도 수원시 팔달구 매산로 26 (매산로2가),200318.5401,418405.5321
경기도 수원시 팔달구 인계동 1115번지 19호,"경기도 수원시 팔달구 권광로196번길 21, 1동 (인계동)",202993.2302,418099.1703
경기도 수원시 팔달구 우만동 573번지 9호,"경기도 수원시 팔달구 아주로 41, 1층 (우만동)",203787.7381,419617.551
경기도 수원시 팔달구 우만동 510번지,"경기도 수원시 팔달구 경수대로642번길 41-21, 1층 (우만동)",202625.6546,420301.8956
경기도 수원시 권선구 세류동 1280번지 LH수원센트럴타운3단지,"경기도 수원시 권선구 세권로 1, 상가동 101호 (세류동, LH수원센트럴타운3단지)",200518.9322,417651.9887
경기도 수원시 권선구 금곡동 246번지 2호,경기도 수원시 권선구 매곡로 94-4 (금곡동),196007.4992,418823.6041
경기도 수원시 권선구 세류동 1277번지,"경기도 수원시 권선구 세류로 28, 센트럴타운프라자 A동 101,102호 (세류동)",200533.3135,417768.5152
경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,"경기도 수원시 권선구 호매실로165번길 70, 가상가동 106호 (호매실동, 수원호매실휴먼시아15단지아파트)",195708.699,417601.4504
경기도 수원시 영통구 망포동 690 동수원 자이2차 아파트,"경기도 수원시 영통구 태장로71번길 15, 동수원 자이2차 아파트 (망포동)",204596.06,415409.1188
경기도 수원시 팔달구 매산로1가 102번지 애경백화점앞 오산방향,,200043.4886,418173.0277
경기도 수원시 팔달구 우만동 469번지 17호,"경기도 수원시 팔달구 월드컵로369번길 30, 1층 (우만동)",202504.9798,420848.9536
경기도 수원시 팔달구 인계동 1132번지 다우프리존 103호,"경기도 수원시 팔달구 권선로741번길 27, 103호 (인계동, 다우프리존)",202815.1668,417462.2163
경기도 수원시 팔달구 고등동 67번지 14호,경기도 수원시 팔달구 고매로 34-1 (고등동),,
경기도 수원시 팔달구 화서동 184번지 62호,"경기도 수원시 팔달구 동말로 14, 1층 (화서동)",199556.9324,419479.5614
경기도 수원시 팔달구 화서동 20번지 2호,경기도 수원시 팔달구 장안로5번길 3 (화서동),200543.0652,420384.5476
경기도 수원시 권선구 권선동 966번지 2호,경기도 수원시 권선구 권선로 646 (권선동),201874.1,417587.9474
경기도 수원시장안구 송죽동 64호 부강주택 A동 1층 101호,"경기도 수일로123번길 1, 에이동 1층 101호 (부강주택)",200281.6686,422979.0369
경기도 수원시 영통구 영통2동 974번지 1호 토야프라자 103호,"경기도 수원시 영통구 영통로214번길 41, 103호 (영통동,토야프라자)",205205.8686,416091.2059
경기도 수원시장안구 조원동 524번지 4   호,경기도 수원시 장안구 금당로90번길 31 (조원동),201748.6125,421980.6598
경기도 수원시 팔달구 매산로1가 57-3 역전시장,"경기도 수원시 팔달구 매산로 2-10, 역전시장 24호 (매산로1가)",200143.532,418243.8507
경기도 수원시 장안구 정자동 633,경기도 수원시 장안구 장안로309번길 84 (정자동),198683.4506,422394.5541
"경기도 수원시 권선구 금곡동 79번지 삼익아파트 314동 204,205호","경기도 수원시 권선구 서수원로 589 (금곡동,삼익아파트 314동 204,205호)",195874.134,419474.4055
경기도 수원시장안구 영화동 396번지 5   호,경기도 수원시 장안구 수성로262번길 25-5 (영화동),200134.8654,420805.3228
경기도 수원시 권선구 고색동 7-92,"경기도 수원시 권선구 서둔로 10, 1층 (고색동)",198530.5386,416763.058
경기도 수원시 권선구 권선동 1361번지,"경기도 수원시 권선구 동수원로145번길 24, 상가2동동 116호 (권선동, 수원아이파크시티2단지)",202538.5528,415910.9945
경기도 수원시 권선구 권선동 1315번지,"경기도 수원시 권선구 덕영대로1323번길 25-33, 상가동 101호 (권선동, 우남아파트)",202913.5641,416156.9339
경기도 수원시팔달구 인계동 1120번지 9   호,경기도 수원시 팔달구 권광로180번길 19 (인계동),202934.1922,417956.8943
경기도 수원시팔달구 인계동 1044번지 2   호,경기도 수원시 팔달구 권광로175번길 31-12 (인계동),202608.6547,417931.0699
경기도 수원시 영통구 매탄동 153-23,"경기도 수원시 영통구 중부대로 254, 1층 (매탄동)",203791.8649,419173.9514
경기도 수원시 장안구 파장동 583-12,"경기도 수원시 장안구 파장천로25번길 1, 1층 (파장동)",199463.4884,422869.8101
경기도 수원시장안구 율전동 161번지 22 호,경기도 수원시 장안구 덕영대로417번길 33-1 (율전동),197171.1062,422267.6647
경기도 수원시 팔달구 인계동 1114번지 10호 인송빌딩,"경기도 수원시 팔달구 권광로 208, 인송빌딩 109호 (인계동)",202938.7168,418217.1107
경기도 수원시 팔달구 화서동 646번지 화서3단지주공아파트,"경기도 수원시 팔달구 덕영대로697번길 47, 101호 (화서동, 화서3단지주공아파트)",199238.5922,420438.8785
경기도 수원시 팔달구 인계동 319번지 6호 신반포아파트,"경기도 수원시 팔달구 장다리로306번길 13 (인계동, 신반포아파트)",202775.7882,419175.2131
경기도 수원시 팔달구 우만동 134번지 12호 E.L.타워,"경기도 수원시 팔달구 권광로 358, E.L.타워 (우만동)",203295.1796,419669.5255
경기도 수원시 팔달구 우만동 471번지 2호,경기도 수원시 팔달구 창룡대로150번길 46 (우만동),202392.0972,420828.6436
경기도 수원시 팔달구 인계동 1043번지 14호,경기도 수원시 팔달구 효원로249번길 46-8 (인계동),202619.3894,418028.9322
경기도 수원시 팔달구 우만동 522번지 26호,경기도 수원시 팔달구 월드컵로297번길 42 (우만동),202894.0086,420238.3443
경기도 수원시 팔달구 고등동 55번지 24호,"경기도 수원시 팔달구 고등로71번길 1, 1층 (고등동)",200352.9071,419063.0931
경기도 수원시 팔달구 남창동 79번지,경기도 수원시 팔달구 정조로801번길 23 (남창동),201279.3144,419768.0772
경기도 수원시 팔달구 우만동 92번지 1호 블루하우스,"경기도 수원시 팔달구 중부대로223번길 4, 블루하우스 (우만동)",203569.3141,419342.523
경기도 수원시 팔달구 구천동 32번지 5호,경기도 수원시 팔달구 정조로742번길 17 (구천동),201490.8724,419148.2047
경기도 수원시 팔달구 인계동 1019번지 6호,"경기도 수원시 팔달구 경수대로466번길 33, 105호 (인계동)",202507.6692,418381.5135
경기도 수원시 팔달구 남수동 100번지 4호,"경기도 수원시 팔달구 수원천로 288-4, 1층 5호 (남수동)",201623.6789,419663.0282
경기도 수원시 권선구 권선동 1330번지,"경기도 수원시 권선구 권광로 55, 상가동 117호 (권선동, 권선자이 이편한세상)",202272.3145,416779.0376
경기도 수원시 권선구 세류동 841번지 3호,경기도 수원시 권선구 세지로 103 (세류동),201577.8533,417683.4877
경기도 수원시 권선구 곡반정동 536번지 16호,경기도 수원시 권선구 동수원로146번길 218-22 (곡반정동),202725.3581,415536.5572
경기도 수원시 영통구 매탄동 1260번지 주공그린빌,"경기도 수원시 영통구 매탄로126번길 66, 상가동 104호 (매탄동, 주공그린빌)",204109.8489,417618.9047
경기도 수원시 영통구 영통동 959-1 모던타운,"경기도 수원시 영통구 봉영로 1605, 모던타운 218호 (영통동)",206445.9018,416957.5366
경기도 수원시 영통구 이의동 1286 에이스 광교타워3,"경기도 수원시 영통구 창룡대로256번길 77, 에이스 광교타워3 지1층 B124호 (이의동)",203568.3888,421569.5615
경기도 수원시 팔달구 팔달로3가 31-1,경기도 수원시 팔달구 중부대로7번길 5(팔달로3가),201482.9697,419297.5845
경기도 수원시 팔달구 지동 115번지 8호,경기도 수원시 팔달구 중부대로87번길 15 (지동),202224.2756,419474.7826
경기도 수원시 팔달구 우만동 47번지 4호,경기도 수원시 팔달구 중부대로223번길 71-7 (우만동),203549.0582,419706.3314
경기도 수원시 팔달구 화서동 184번지 223호,"경기도 수원시 팔달구 동말로 27, 1층 (화서동)",199678.893,419571.3378
경기도 수원시 장안구 이목동 916 수원장안힐스테이트,"경기도 수원시 장안구 장안로359번길 20, 근린생활시설동 지하1층 102호 (이목동, 수원장안힐스테이트)",198539.3156,423384.2898
경기도 수원시 권선구 권선동,"경기도 수원시 권선구 권중로76번길 28, 1층 (권선동)",202501.1412,416756.4626
경기도 수원시장안구 영화동 282번지 3   호,경기도 수원시 장안구 팔달로 271 (영화동),201205.1262,420843.0241
경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 1층 173호 (이의동)",204977.1753,420627.2342
경기도 수원시 영통구 망포동 512,경기도 수원시 영통구 영통로154번길 106 (망포동),205384.8871,415481.8301
경기도 수원시 팔달구 고등동 138번지 4호 해가든다원,"경기도 수원시 팔달구 팔달로52번길 42 (고등동, 해가든다원)",200221.3623,419218.1942
경기도 수원시 팔달구 우만동 478번지 7호,경기도 수원시 팔달구 월드컵로369번길 23-24 (우만동),202584.1199,420759.2341
경기도 수원시 팔달구 고등동 70번지 15호,"경기도 수원시 팔달구 고화로 42, 1층 (고등동)",200504.7765,419018.8707
경기도 수원시 팔달구 우만동 529번지 9호,경기도 수원시 팔달구 팔달문로 141 (우만동),202716.0902,420084.2516
경기도 수원시 팔달구 지동 148번지 9호,경기도 수원시 팔달구 세지로 354 (지동),202224.5495,420019.7888
경기도 수원시 팔달구 화서동 134-1,"경기도 수원시 팔달구 화양로 10, 1층 (화서동)",199814.5614,419740.2698
경기도 수원시장안구 영화동 339번지 1   호 동양연립 가 101,"경기도 수원시 장안구 팔달로247번길 42, 가동 101호 (영화동,동양연립)",200938.0758,420899.2324
경기도 수원시 영통구 이의동 1336번지 1호 광교엘포트아이파크,"경기도 수원시 영통구 광교중앙로 145, 광교엘포트아이파크 1층 3, 4호 (이의동)",205049.9751,420565.6868
경기도 수원시 영통구 원천동 253번지 5호,"경기도 수원시 영통구 삼성로267번길 28, 1층 (원천동)",205466.5465,418315.5936
경기도 수원시 영통구 하동 1001번지 광교마을40단지,"경기도 수원시 영통구 광교마을로 156, 상가동 101호 (하동, 광교마을40단지)",207354.3327,421493.9044
경기도 수원시 영통구 원천동 259번지 4호,"경기도 수원시 영통구 삼성로277번길 22, 1층 101호 (원천동)",205580.2897,418349.2711
경기도 수원시 팔달구 매산로1가 57번지 3호 역전시장,"경기도 수원시 팔달구 매산로 2-10, 역전시장 237호 (매산로1가)",200143.532,418243.8507
경기도 수원시 팔달구 인계동 1118번지 8호,"경기도 수원시 팔달구 권광로188번길 51, 103호 (인계동)",203112.1816,417986.2329
경기도 수원시 영통구 영통동 1048-5 청명마을주공아파트,"경기도 수원시 영통구 청명북로 83, 청명마을주공아파트 (영통동)",207027.1398,417410.7266
경기도 수원시 영통구 매탄동 413번지 5호,"경기도 수원시 영통구 삼성로168번길 38, 1층 (매탄동)",205131.6453,417412.1302
경기도 수원시 영통구 영통동 991번지 12호,"경기도 수원시 영통구 영일로 3, 1층 (영통동)",206624.928,416242.2822
경기도 수원시 팔달구 화서동 58-3 동원블루밍,"경기도 수원시 팔달구 고화로 129-1, 101동 201호 (화서동, 동원블루밍)",200496.4621,419892.2327
경기도 수원시 팔달구 고등동 29번지 3호,"경기도 수원시 팔달구 고화로72번길 2, 1층 (고등동)",200504.3483,419298.5937
경기도 수원시 장안구 율전동 151-3,경기도 수원시 장안구 덕영대로425번길 60 (율전동),197271.6758,422421.5861
경기도 수원시 권선구 세류동 477번지 5호,경기도 수원시 권선구 정조로 571 (세류동),201048.2718,417574.6118
경기도 수원시 권선구 탑동 821번지 1호,경기도 수원시 권선구 탑동로11번길 58-16 (탑동),197431.7019,418690.7384
경기도 수원시 팔달구 인계동 1111번지 수원시청 별관,"경기도 수원시 팔달구 효원로 241, 7층 (인계동, 수원시청 별관)",202470.5704,417945.409
경기도 수원시 팔달구 화서동 684번지 2호 꽃뫼버들마을신동아아파트 상가 101호,"경기도 수원시 팔달구 화산로 24, 101호 (화서동, 꽃뫼버들마을신동아아파트 상가)",198743.9576,420546.6017
경기도 수원시장안구 율전동 288번지 40 호 태화빌딩 1층,"경기도 수원시 장안구 화산로213번길 15 (율전동,태화빌딩 1층)",197513.3048,421878.5495
경기도 수원시 장안구 정자동 871번지 4호 백설주공아파트상가 103호,"경기도 수원시 장안구 대평로89번길 32, 상가동 103호 (정자동)",199095.8584,421574.0932
경기도 수원시 장안구 정자동 874번지 2호,경기도 수원시 장안구 정자천로 187 (정자동),199524.9635,421620.6279
경기도 수원시 팔달구 화서동 93번지 1호,경기도 수원시 팔달구 팔달로 105 (화서동),200192.4983,419576.5974
경기도 수원시 권선구 곡반정동 545번지 6호,"경기도 수원시 권선구 동수원로146번길 261, 1층 (곡반정동)",202654.9358,415445.7973
경기도 수원시 권선구 세류동 849번지 2호,"경기도 수원시 권선구 권선로596번길 33, 1층 (세류동)",201351.2684,417611.0819
경기도 수원시 팔달구 화서동 11번지 41호 벽산아파트,"경기도 수원시 팔달구 팔달로165번길 39, 상가동 지하층 B01호 (화서동, 벽산아파트)",200239.5897,420192.6615
경기도 수원시 팔달구 매산로2가 28번지 9호,경기도 수원시 팔달구 갓매산로55번길 28 (매산로2가),200222.9797,418507.4662
경기도 수원시 팔달구 인계동 1170번지,"경기도 수원시 팔달구 중부대로 80, 상가3동 1층 43호 (인계동)",202186.2619,419332.9661
경기도 수원시 팔달구 인계동 961번지 1호,경기도 수원시 팔달구 경수대로507번길 12-17 (인계동),202377.415,418918.9657
경기도 수원시 영통구 매탄동 209번지,"경기도 수원시 영통구 매원로 12, 1층 (매탄동)",204135.5242,418282.2559
경기도 수원시 팔달구 인계동 1016번지 2호 현대하이엘,"경기도 수원시 팔달구 경수대로 438, 현대하이엘 102호 (인계동)",202276.3402,418141.8924
경기도 수원시 팔달구 매산로1가 22번지 5호,"경기도 수원시 팔달구 향교로3번길 23-4, 1층 (매산로1가)",200055.5108,418539.1773
경기도 수원시 팔달구 인계동 1134번지 4호 트윈파크에이동,"경기도 수원시 팔달구 효원로308번길 58-9, 트윈파크에이동 1층 104호 (인계동)",202931.2482,417337.2029
경기도 수원시 영통구 영통동 955번지 1호 황골마을주공1단지아파트,"경기도 수원시 영통구 영통로 498, 가상가동 103호 (영통동, 황골마을주공1단지아파트)",206992.9771,417888.2585
경기도 수원시 팔달구 인계동 1119번지 인계샤르망오피스텔,"경기도 수원시 팔달구 인계로166번길 48-21, 인계샤르망오피스텔 106호 (인계동)",202894.1385,418072.8512
경기도 수원시 팔달구 지동 174번지 5호,경기도 수원시 팔달구 팔달문로104번길 20-20 (지동),202282.3456,419803.12
경기도 수원시 팔달구 매산로2가 65번지 3호,"경기도 수원시 팔달구 매산로 24, 101-1호 (매산로2가)",200305.9709,418395.0945
경기도 수원시 팔달구 매산로1가 111번지 32호,경기도 수원시 팔달구 덕영대로 885-1 (매산로1가),199880.2677,418595.296
경기도 수원시 팔달구 매교동 65번지 2호,"경기도 수원시 팔달구 정조로715번길 52, 1층 (매교동)",201274.6899,418654.8363
경기도 수원시 권선구 세류동 1083번지,"경기도 수원시 권선구 세지로56번길 44, 1층 (세류동)",201631.4613,417157.4226
경기도 수원시팔달구 인계동 1132번지 21  호,경기도 수원시 팔달구 권광로124번길 27 (인계동),202794.786,417397.6856
경기도 수원시 장안구 천천동 566번지 현대아파트,"경기도 수원시 장안구 하률로46번길 17, 상가동 103호 (천천동, 현대아파트)",198073.4009,422274.2181
경기도 수원시장안구 파장동 583번지 38  호,경기도 수원시 장안구 파장천로11번길 10 (파장동),199375.6715,422795.1028
경기도 수원시 권선구 세류3동 513번지 7호,경기도 수원시 권선구 정조로 568 (세류동),201074.4664,417504.447
경기도 수원시팔달구 고등동 50번지 1   호,경기도 수원시 팔달구 고화로61번길 22-19 (고등동),200379.6009,419304.0103
경기도 수원시 영통구 영통동 1023-1 메가플러스4,"경기도 수원시 영통구 영일로 8, 메가플러스4 103호 (영통동)",206675.327,416279.8696
경기도 수원시 영통구 원천동 590 수원광교에일린의뜰,"경기도 수원시 영통구 광교호수공원로 155, 상가 1204동 지3층 비118호 (원천동, 수원광교에일린의뜰)",205189.3715,419528.585
경기도 수원시 영통구 영통동 1069 망포역,"경기도 수원시 영통구 덕영대로 지하 1520, 망포역 (영통동)",205765.7402,416064.7222
경기도 수원시 영통구 망포동 485-16,"경기도 수원시 영통구 영통로90번길 12, 1층 (망포동)",205242.8336,415090.7937
경기도 수원시 영통구 매탄동 1178번지,"경기도 수원시 영통구 권선로794번길 8-1, 1층 (매탄동)",203263.1256,417085.6163
경기도 수원시 영통구 매탄동 1217번지 한국아파트,"경기도 수원시 영통구 매영로 84, 지층 101~114,120~123호 (매탄동, 한국아파트)",204464.0954,418391.4093
경기도 수원시 팔달구 매산로2가 74번지 8호,"경기도 수원시 팔달구 갓매산로19번길 28, 1층 (매산로2가)",200396.4938,418260.6683
경기도 수원시 권선구 평동 37번지 37호,"경기도 수원시 권선구 평동로 72, 1층 (평동)",199318.9125,417299.9454
경기도 수원시권선구 서둔동 17번지 383 호,경기도 수원시 권선구 세화로161번길 26-3 (서둔동),199194.6062,418243.8347
경기도 수원시장안구 정자동 35번지 9호,경기도 수원시 장안구 송정로60번길 2 (정자동),200248.4631,421541.1151
경기도 수원시 영통구 영통동 1047번지 1호 건영1차아파트,"경기도 수원시 영통구 청명로 96, 건영1차아파트 상가동 1층 106호 (영통동)",206828.7975,417145.8112
경기도 수원시 권선구 서둔동 27번지 49호 서호파크,"경기도 수원시 권선구 서호동로14번길 52-19 (서둔동, 서호파크)",199003.7865,418122.6716
경기도 수원시 권선구 세류동 1100번지 4호,"경기도 수원시 권선구 경수대로 295, 1층 (세류동)",201701.442,416826.5963
경기도 수원시 권선구 탑동 851번지 3호,경기도 수원시 권선구 하탑로53번길 9 (탑동),197921.2436,418647.603
경기도 수원시 권선구 탑동 815번지 1호,"경기도 수원시 권선구 상탑로 10, 1층 (탑동)",197473.3383,418725.4705
경기도 수원시 권선구 세류동 1140번지 5호,"경기도 수원시 권선구 경수대로235번길 67, 1층 (세류동)",201164.0926,416378.6739
경기도 수원시 권선구 호매실동 1342번지 4호,"경기도 수원시 권선구 금곡로140번길 95-38, 1층 101호 (호매실동)",194893.8798,418547.7147
경기도 수원시 권선구 금곡동 1072번지 수원호매실휴먼시아4단지아파트,"경기도 수원시 권선구 금곡로 137, 상가동 102,103호 (금곡동, 수원호매실휴먼시아4단지아파트)",195255.1868,419189.0671
경기도 수원시 권선구 호매실동,"경기도 수원시 권선구 호매실로165번길 30, 상가동 104호 (호매실동, 휴먼시아16단지)",195909.5459,417586.9813
경기도 수원시 권선구 권선동 1122 수원시청역,"경기도 수원시 권선구 효원로 지하270, 수원시청역 (권선동)",202708.1106,417663.2203
경기도 수원시 권선구 탑동,경기도 수원시 권선구 탑동로 1 (탑동),197726.319,418570.5623
경기도 수원시 권선구 고색동,"경기도 수원시 권선구 서부로 1449-25, 1층 (고색동)",198121.4146,415167.5525
경기도 수원시 권선구 권선동,"경기도 수원시 권선구 권선로668번길 27, 1층 (권선동)",202050.4794,417406.2332
경기도 수원시팔달구 화서동 71번지 4호,경기도 수원시 팔달구 팔달로 128-1 (화서동),200339.8016,419764.4812
경기도 수원시 권선구 세류동,"경기도 수원시 권선구 세권로 42, 1층 (세류동)",200727.8824,417479.7425
경기도 수원시팔달구 화서동 106번지 8   호,경기도 수원시 팔달구 팔달로119번길 42 (화서동),200053.8363,419711.2221
경기도 수원시 권선구 세류동 1145번지,경기도 수원시 권선구 정조로 409 (세류동),201155.2128,415965.7223
경기도 수원시권선구 고색동 46번지 56  호,,,
경기도 수원시권선구 권선동 1188번지 1   호 성지상가104호,"경기도 수원시 권선구 경수대로302번길 32 (권선동,성지상가104호)",201903.8417,416696.2949
경기도 수원시권선구 고색동 39번지 18호,경기도 수원시 권선구 매송고색로 725 (고색동),198483.7315,416658.9665
경기도 수원시팔달구 매산로3가 57번지 13호,,,
경기도 수원시팔달구 매산로1가 57호,,,
경기도 수원시 권선구 탑동 21-3,경기도 수원시 권선구 금호로246번길 39 (탑동),197935.6365,419114.9115
